sample_id,filename,filetype,path,total_gbp,coverage,n50
HG01786,HG01786_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG01786_r10-hifiasm-correct.ec.ont.fq.gz,272.948,82.71,72079
HG01796,HG01796_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG01796_r10-hifiasm-correct.ec.ont.fq.gz,231.929,70.28,90399
HG01798,HG01798_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG01798_r10-hifiasm-correct.ec.ont.fq.gz,163.431,49.52,107206
HG01884,HG01884_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG01884_r10-hifiasm-correct.ec.ont.fq.gz,233.574,70.78,103043
HG01891,HG01891_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG01891_r10-hifiasm-correct.ec.ont.fq.gz,153.276,46.45,108140
HG01894,HG01894_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG01894_r10-hifiasm-correct.ec.ont.fq.gz,147.995,44.85,111758
HG01928,HG01928_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG01928_r10-hifiasm-correct.ec.ont.fq.gz,170.757,51.74,119595
HG01934,HG01934_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG01934_r10-hifiasm-correct.ec.ont.fq.gz,191.096,57.91,115696
HG01940,HG01940_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG01940_r10-hifiasm-correct.ec.ont.fq.gz,171.437,51.95,98093
HG01943,HG01943_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG01943_r10-hifiasm-correct.ec.ont.fq.gz,267.357,81.02,105145
HG01952,HG01952_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG01952_r10-hifiasm-correct.ec.ont.fq.gz,192.165,58.23,120831
HG01960,HG01960_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG01960_r10-hifiasm-correct.ec.ont.fq.gz,170.76,51.75,108640
HG01969,HG01969_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG01969_r10-hifiasm-correct.ec.ont.fq.gz,176.97,53.63,100470
HG01975,HG01975_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG01975_r10-hifiasm-correct.ec.ont.fq.gz,268.085,81.24,111337
HG01978,HG01978_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG01978_r10-hifiasm-correct.ec.ont.fq.gz,192.468,58.32,125932
HG01981,HG01981_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG01981_r10-hifiasm-correct.ec.ont.fq.gz,191.112,57.91,87364
HG01993,HG01993_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG01993_r10-hifiasm-correct.ec.ont.fq.gz,220.232,66.74,91170
HG02004,HG02004_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02004_r10-hifiasm-correct.ec.ont.fq.gz,204.831,62.07,104139
HG02015,HG02015_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02015_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG02027,HG02027_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02027_r10-hifiasm-correct.ec.ont.fq.gz,238.009,72.12,91902
HG02040,HG02040_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02040_r10-hifiasm-correct.ec.ont.fq.gz,194.663,58.99,119959
HG02056,HG02056_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02056_r10-hifiasm-correct.ec.ont.fq.gz,228.946,69.38,110510
HG02071,HG02071_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02071_r10-hifiasm-correct.ec.ont.fq.gz,193.513,58.64,92751
HG02074,HG02074_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02074_r10-hifiasm-correct.ec.ont.fq.gz,220.158,66.71,78195
HG02083,HG02083_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02083_r10-hifiasm-correct.ec.ont.fq.gz,151.581,45.93,122576
HG02129,HG02129_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02129_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG02132,HG02132_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02132_r10-hifiasm-correct.ec.ont.fq.gz,171.184,51.87,112993
HG02135,HG02135_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02135_r10-hifiasm-correct.ec.ont.fq.gz,242.139,73.38,105752
HG02140,HG02140_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02140_r10-hifiasm-correct.ec.ont.fq.gz,156.929,47.55,114355
HG02148,HG02148_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02148_r10-hifiasm-correct.ec.ont.fq.gz,169.628,51.4,111539
HG02155,HG02155_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02155_r10-hifiasm-correct.ec.ont.fq.gz,165.313,50.09,105365
HG02165,HG02165_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02165_r10-hifiasm-correct.ec.ont.fq.gz,173.014,52.43,119773
HG02178,HG02178_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02178_r10-hifiasm-correct.ec.ont.fq.gz,204.638,62.01,84454
HG02257,HG02257_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02257_r10-hifiasm-correct.ec.ont.fq.gz,156.059,47.29,108216
HG02258,HG02258_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02258_r10-hifiasm-correct.ec.ont.fq.gz,215.801,65.39,80627
HG02273,HG02273_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02273_r10-hifiasm-correct.ec.ont.fq.gz,178.913,54.22,146473
HG02280,HG02280_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02280_r10-hifiasm-correct.ec.ont.fq.gz,184.073,55.78,96411
HG02293,HG02293_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02293_r10-hifiasm-correct.ec.ont.fq.gz,172.688,52.33,96571
HG02300,HG02300_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02300_r10-hifiasm-correct.ec.ont.fq.gz,207.105,62.76,123198
HG02337,HG02337_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02337_r10-hifiasm-correct.ec.ont.fq.gz,222.901,67.55,89799
HG02364,HG02364_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02364_r10-hifiasm-correct.ec.ont.fq.gz,220.915,66.94,102430
HG02373,HG02373_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02373_r10-hifiasm-correct.ec.ont.fq.gz,223.569,67.75,108436
HG02391,HG02391_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02391_r10-hifiasm-correct.ec.ont.fq.gz,242.952,73.62,112390
HG02392,HG02392_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02392_r10-hifiasm-correct.ec.ont.fq.gz,238.637,72.31,100920
HG02451,HG02451_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02451_r10-hifiasm-correct.ec.ont.fq.gz,227.873,69.05,100336
HG02470,HG02470_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02470_r10-hifiasm-correct.ec.ont.fq.gz,162.394,49.21,103929
HG02486,HG02486_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02486_r10-hifiasm-correct.ec.ont.fq.gz,165.373,50.11,120495
HG02497,HG02497_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02497_r10-hifiasm-correct.ec.ont.fq.gz,153.022,46.37,125811
HG02514,HG02514_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02514_r10-hifiasm-correct.ec.ont.fq.gz,219.901,66.64,112009
HG02523,HG02523_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02523_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG02541,HG02541_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02541_r10-hifiasm-correct.ec.ont.fq.gz,139.81,42.37,169090
HG02559,HG02559_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02559_r10-hifiasm-correct.ec.ont.fq.gz,195.974,59.39,112113
HG02572,HG02572_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02572_r10-hifiasm-correct.ec.ont.fq.gz,189.672,57.48,115841
HG02583,HG02583_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02583_r10-hifiasm-correct.ec.ont.fq.gz,245.367,74.35,82780
HG02589,HG02589_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02589_r10-hifiasm-correct.ec.ont.fq.gz,177.864,53.9,99532
HG02594,HG02594_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02594_r10-hifiasm-correct.ec.ont.fq.gz,214.704,65.06,96243
HG02602,HG02602_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02602_r10-hifiasm-correct.ec.ont.fq.gz,230.449,69.83,90238
HG02615,HG02615_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02615_r10-hifiasm-correct.ec.ont.fq.gz,223.471,67.72,83283
HG02622,HG02622_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02622_r10-hifiasm-correct.ec.ont.fq.gz,196.669,59.6,126887
HG02624,HG02624_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02624_r10-hifiasm-correct.ec.ont.fq.gz,221.524,67.13,94510
HG02630,HG02630_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02630_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG02642,HG02642_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02642_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG02647,HG02647_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02647_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG02661,HG02661_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02661_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG02668,HG02668_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02668_r10-hifiasm-correct.ec.ont.fq.gz,151.259,45.84,122756
HG02676,HG02676_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02676_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG02683,HG02683_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02683_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG02717,HG02717_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02717_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG02735,HG02735_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02735_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG02738,HG02738_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02738_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG02809,HG02809_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02809_r10-hifiasm-correct.ec.ont.fq.gz,167.882,50.87,98761
HG02841,HG02841_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02841_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG02886,HG02886_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02886_r10-hifiasm-correct.ec.ont.fq.gz,196.242,59.47,135996
HG02965,HG02965_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02965_r10-hifiasm-correct.ec.ont.fq.gz,197.794,59.94,140150
HG02976,HG02976_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02976_r10-hifiasm-correct.ec.ont.fq.gz,168.399,51.03,98382
HG02984,HG02984_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG02984_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG03041,HG03041_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03041_r10-hifiasm-correct.ec.ont.fq.gz,178.202,54.0,93813
HG03050,HG03050_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03050_r10-hifiasm-correct.ec.ont.fq.gz,163.027,49.4,102297
HG03052,HG03052_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03052_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG03072,HG03072_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03072_r10-hifiasm-correct.ec.ont.fq.gz,172.672,52.32,127122
HG03103,HG03103_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03103_r10-hifiasm-correct.ec.ont.fq.gz,155.479,47.11,106379
HG03108,HG03108_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03108_r10-hifiasm-correct.ec.ont.fq.gz,188.029,56.98,91838
HG03130,HG03130_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03130_r10-hifiasm-correct.ec.ont.fq.gz,172.146,52.17,146101
HG03136,HG03136_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03136_r10-hifiasm-correct.ec.ont.fq.gz,232.664,70.5,78215
HG03193,HG03193_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03193_r10-hifiasm-correct.ec.ont.fq.gz,205.698,62.33,90002
HG03195,HG03195_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03195_r10-hifiasm-correct.ec.ont.fq.gz,171.654,52.02,95750
HG03198,HG03198_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03198_r10-hifiasm-correct.ec.ont.fq.gz,142.845,43.29,117599
HG03209,HG03209_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03209_r10-hifiasm-correct.ec.ont.fq.gz,184.728,55.98,96670
HG03225,HG03225_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03225_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG03239,HG03239_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03239_r10-hifiasm-correct.ec.ont.fq.gz,220.847,66.92,110097
HG03258,HG03258_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03258_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG03270,HG03270_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03270_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG03271,HG03271_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03271_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG03343,HG03343_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03343_r10-hifiasm-correct.ec.ont.fq.gz,,,
HG03366,HG03366_r10-hifiasm-correct.ec.ont.fq.gz,fq.gz,s3://human-pangenomics/submissions/28c7b12d-1f66-43dd-ac7e-f7d9893d1b7d--R3_ONT_hifiasm_hybrid_corrected/HG03366_r10-hifiasm-correct.ec.ont.fq.gz,,,
